"Pam","Color: Black","Very quiet and gets ALL Corners","17 May 2020","This is my first time owning a robot vacuum so I have no comparison.  However, this thing is awesome.  It's very quiet and covers the entire floor.  I created a few no-go zones and 1 virtual wall (behind my entertainment center so it will go under, but not all the way to the cords) - all have worked perfectly.  I've tried the mopping feature a couple of times and it does a good ""wet sweep"" of the floor.  I bit annoying on this model, the water continually drips from the holes so you can't set up in advance.  But it's still fine for what I need, I just fill and set it on the days I want to mop and start it up manually.","5.0","76"
"Simon","Color: Black","An apartment essential","09 May 2020","Very nice product. Although it was a pain to set up at first (my router was set to 5 GHz which wasn't supported), the instruction manual was very clear and the app was very helpful. I live in a small apartment and so far this has helped free up alot of time for me. The vacuum function is more than decent and, although I was hesitant about just using only water, mopping the floor left things looking pretty clean. The app has my entire house scheduled for cleaning for the entire week too which is very convenient! The reusable mop it comes with is easy to clean too! I also liked the maintenance page of the app that helps keep track of what needs changing. Overall, great design, relatively low noise (depending on the setting), fits into most corners, but still scares me every time it silently passes by :/ The fact that it's dual voltage also makes things convenient for me since I get a clean apartment and can give it to my parents (who live in a 220v zone) when I no longer need it. Well worth the money so far!","5.0","78"
"electrograv","Color: Black","Fantastic vacuum and mop robot with one flaw.","10 May 2020","The navigation and cleaning of this robot has been so far excellent, with only one exception: several times now, RoboRock’s new corner brush design has gotten terribly tangled up around thick carpets. Being made of some kind of rubber or polymer instead of traditional bristles was supposed to be designed to increase the longevity of the brush. I’m sure it does in most cases, but I have several thick rugs which for whatever reason cause the rubber side brush to wind around some of their hairs. Like a rubber band wrapped tightly, it’s impossible for the robot to get itself unstuck without intervention. In one case, it got so badly tangled that I had to unwind the rotor manually and the brush has been permanently damaged ever since. For example, my cheaper Roomba 960 does a much better job at avoiding getting stuck. I pretty much never have to do anything to babysit it. It just works, period — across a wide range of rug thicknesses, barriers, and obstacles. Of course, the newer RoboRock S6 is overall much smarter and has amazing mapping and app features the Roomba 960 doesn’t have, but it does have this small design issue so I can’t give the RoboRock 5 stars as-as. Note that this flaw will apply across any of the newer RoboRocks, since they pretty much all seem to have this new brush design. Fortunately, it looks like it’s possible to purchase replacement bushes that use traditional bristles instead of this rubber design. I believe it was a big mistake for RoboRock to release this new side brush design without more thorough testing on various types of floor rugs and matts, because otherwise it appears to be a fantastic vacuum robot. Even as-is, there are few other options that might be better. Even the Roomba S9 has serious hardware design flaws, for example: it utterly fails to navigate even a single rug I have, because it’s ground clearance was lowered far too much. The Roomba 960 remains the best overall that I have purchased so far in terms of intervention-free cleaning, but the mob ability this RoboRock has is not offered on any vacuuming Roomba unfortunately.","4.0","64"
"W.","Color: Black","Love Roborocks","18 Aug 2020","I've had the S4 since February and loved it, so when I moved it to the basement I needed a replacement for my main floor. I tried the Neato D7 for 3 weeks but had issues with it (see my review on that product page), and since I've only had good experiences with Roborock I went with the S6 Pure. I chose the S6 Pure over the S5 (old, doesn't have upgraded chipset), S5 Max (don't need advanced mop), and S6 (expensive), because it had a good balance of performance, features, and value. It was also on sale for $499 on 8/11/2020 which greatly affected my decision. The S4 always caught on edges of area rugs so the S6 Pure's higher chassis clears them with ease. The standard gravity-fed mop is a nice feature that I've used sparingly, and the laser navigation is second to none. I also can't get over how good the Roborock app is. It has so many great features that allow me to customize my robot and its schedule to fit my needs. The Neato app, by comparison, is much more simple and feature stripped. I've had my S6 Pure for a week so far and I can't image having issues. I highly recommend the S6 Pure!","5.0","88"
"Georgie Porgie","Color: Black","Good bot, but for the same money, buy the Roborock S6 over the S6 Pure.","12 Nov 2020","We own a S6, S4 and now this S6 Pure. As soon as we purchased the S6 Pure, the S4 was gifted to a family member. As far as cleaning, lidar scanning, suction, battery life, we do not see any difference. Now, on to the differences between the S6 and the S6 Pure. For starters, the S6 Pure only has two buttons (clean and home), while the S6 has three. You can only access the spot cleaning option via the app on the S6 Pure, very annoying. It is so much easier to just drop off the bot to the area and press spot clean than to navigate through the app and search for the buried option, point a spot on the saved map and tell it to go and spot clean. Also, while unboxing the unit, we discovered that it only had one reusable mop cloth, while the S6 had two, plus an additional three other cleaning pads. Last difference, the mop drip pad that came with the S6, it attaches to the dock and it stay secure fitted and it allows the dock to be repositioned at a later time with no issues. The drip pad that comes with the S6 Pure, it doesn't attach to the dock, but it has five adhesive patches that will secure it to the surface beneath. It doesn't allow for the dock to be repositioned. To summarize, it begs the question, why buy the S6 Pure when you can buy the S6 and get more value for your dollar, they were the same price (at the time of this review). -1 star because of those difference while being at the same price point. If it was $100-150 less than the S6, then it shouldn't be an issue.","4.0","30"
"Ramakrishna","Color: Black","Yes for 'vaccum' and no for 'mopping'","24 Nov 2020","Bought the Roborock s6 pure just over 3 weeks back and here is my experience with it. Thumbs up for suction power and vacuum. But, I am very much disappointed with mopping. The basic thing in mopping is to clear off the strains on the floor. This just swipes the entire floor with wet cloth and it doesn't apply any pressure to take out stains on the floor. After spending this much money, we expect it to put some pressure and mop. We still need to manually clean the floor every 2 weeks even after using Roborock. Hope the makers see this and come up with a holistic solution .","3.0","22"
"eddy","Color: White","S6 vs roomba","11 Oct 2020","I typically don’t write review unless it is really good or bad product I bought from amazon. I have both Roomba 980 and recently bought S6 pure. From 1-10 scale, roomba is 7 and S6 is 9. A few good thing for S6:1, much quiet yet good suction compared with roomba. 2, Much intelligent as it is generating map and I can edit the map on the fly. 3, mopping while vacuuming. 4, not expensive and high value to cost ratio. Only thing to complain is small dustbin if you have pet. This could be overcome by more frequent cleaning. Over all, very satisfied.","5.0","85"
"Integrity Reviews","Color: Black","Fatal Design Flaw","15 Dec 2020","My first impression of this after a couple days was very positive. Then I watched it roll over a piece of carpet fuzz, and the fuzz was still there when the robot moved on. I re-positioned the fuzz in front of the Roborock and watched it again roll right over it. So I next put the piece of fuzz directly in the center of the path and this time it picked it up. I looked around and found a few other small pieces of stuff on the carpet and repeated the experiment: the only time it picked-up anything larger than dust was when it was in the middle of the robot's cleaning path. The same was true on tile floors but with a little wider center-path tolerance. If you look at the first picture the problems become obvious: First, the suction hole over the cleaning brush is very small. So small it can be covered by three George Washington quarters! Second, the suction hole is located *above* the roller brush, so dirt has to be lifted vertically an inch or two. For a small battery powered vacuum, this is a big deal. To illustrate, compare the work required to push a friend's car, versus lifting the car an inch or two. I purchased a second robot vacuum, a Shark Vacmop Pro RV2001WD, with similar features to the Roborock S6 Pure. Look at the second photo showing the Shark suction hole. It was so large that quarters would fall through it, and it extended the entire width of the roller brush. (I have a separate review of the Shark unit and please read that if you are considering buying it.) I ran a performance test comparing the Roborock S6 Pure and the Shark Vacmop Pro RV2001WD. Both units were set to Maximum for the test. I had been using both units alternating days for a week before I started this test. In a single day I ran four cleaning cycles, Roborock-Shark-Roborock-Shark, one after the other, letting the batteries recharge before starting the second cleaning run. The results were shocking. I weighed the dirt in each vacuum's dust chamber using a bullion scale, weighing the chamber before and after vacuuming (they were both cleaned before each test). See the photos showing the dirt collected in each cleaning pass. Pass #1 Roborock: 2.6 grams Pass #2 Shark:  6.0 g Pass #3 Roborock: 1.3 g Pass #4 Shark:  3.0 g Even though the Shark cleaned immediately *after* the Roborock, in both cases the Shark pulled up over twice as much dirt as the Roborock did just beforehand!! I ran a third pair of passes the next morning and the pattern repeated (there was so little dirt in the Roborock that I couldn't weigh it). The difference is mostly due to the Shark suction hole being so much larger, and only having to sweep the dirt horizontally into the vacuum air stream (no vertical lifting of dirt). This is a design flaw with the Roborock that can't be overcome with a battery powered vacuum. Wall-powered vacuum cleaners generate huge amounts of vacuum compared to these robot-vacs, and the cleaning brushes are larger and driven by much stronger motors. On the positive side, the mapping function in the Roborock app is excellent (the Shark's is not). It is accurate, easy to use, and was good at detecting/avoiding objects/obstacles. Setting up no-go areas and invisible walls was straight-forward and worked well. The large battery size is a plus and could clean my home using about half the battery capacity. The dirt chamber is easy to clean (even though there wasn't much in it). The air filter is supposed to be washable but I won't have the unit long enough to find out. I summary, the Roborock S6 Pure has excellent software but with fatal flaws in the hardware design.","1.0","32"
"Luis carlos Rostran Gamboa","Color: Black","Not worth the money","30 Oct 2020","Your browser does not support HTML5 video. I've had this product for 3 months and this has been my entire experience with it  back to back disappointed both from their tech team who despite several emails has yet to help and from the product itself I mean after paying this amount you would expect issues like this wouldn't happen specially after only 3 months. Not worth the money just vaccume yourself because babysitting this thing is way more annoying and you'll take 10 times longer cause it'll get stuck in random corners without you even knowing.","1.0","35"
"R. Fritsch","Color: Black","Customer Service is great","30 Apr 2021","I loved this vacuum. I purchased the Roborock Pure6 8 months ago and then recently I kept getting error message 10. Nothing seemed to help. I tried everything CustomerService told me to do and it did not help. I removed the roller brush and discovered a 1/4” tear in a rubber piece that was directly underneath the brush unit. I would guess that was why I was getting the error. They asked for pictures which I sent them. Customer service recommended that I send it to their repair center and it usually takes less than a week to complete the repair after the device is received. They worked with me and I sent it in for repair and when they received it they repaired it the same day and shipped it back. They replaced the internal fan and filer. At first I had a very bad impression of this company but they came through with flying colors. I Love the way this vacuum has a great app that maps out your house and you can select where to vacuum. The mopping feature works great. I purchased more mopping pads and filers so that I can change them often. I am very pleased with this vacuum and company.","5.0","18"
